coef,coef_p,driver,neighbour
-0.406832620451451,0.0250110060656444,ARHGEF11,TRIM67
-0.260937959593193,0.0051858565691197,ARHGEF11,TRMT61A
-0.150097050714741,0.0497714880003256,ARHGEF12,ARHGEF7
-0.194456544912102,0.0316276918932987,ARHGEF12,CYLD
0.142487406683964,0.0359504297118072,ARHGEF12,ERLEC1
0.168868438437218,0.0338811931607073,ARHGEF12,FLOT1
-0.272536519264133,0.0453747574113199,ARHGEF12,GAN
-0.184912593115315,0.0070929788350334,ARHGEF12,HNRNPH1
0.302541679595088,0.0038137504349438,ARHGEF12,PRDX4
0.155885546216256,0.0329604941298529,ARHGEF12,PSMD13
0.412828172283279,0.0255134244981845,ARHGEF12,SLC25A41
-0.280851008893688,0.002253469009119,ARHGEF12,SMC3
0.530331151604445,1.18266937635809e-06,ARHGEF12,SSX3
0.180434026698566,0.0193403578786515,ARHGEF18,CFL1
0.830332987920868,0.003072382851135,ARHGEF25,BVES
1.05176668526766,0.0146133053067951,ARHGEF25,LMO3
0.272819240757172,0.004737791297826,ARHGEF25,SMARCE1
0.37048678621407,0.0233223554406794,ARHGEF3,CEP70
0.146268008588296,0.0417914755237318,ARHGEF6,ATG16L1
-0.38263089330398,0.0342160401883741,ARHGEF6,RAC3
-0.112122859860835,0.0004926437628203,ARID1A,ACTL6A
-0.0786478058492023,0.0123016271597799,ARID1A,ACTN4
0.0866088144881608,0.0256699478544027,ARID1A,ATRX
-0.438828860595516,1.81058461060033e-05,ARID1A,BCL11A
0.159398565373628,0.0048740005032302,ARID1A,BCL6B
0.117320375926479,0.0031348891039864,ARID1A,BCL7A
-0.0771087827576585,0.0049227289448512,ARID1A,BRD9
0.0595729475928842,0.0409103466849569,ARID1A,BTRC
-0.149338613742272,0.0006768445752019,ARID1A,CCNF
-0.0641978324194811,0.0171848541473517,ARID1A,CDC5L
0.204934201977164,4.29465702803517e-07,ARID1A,CHD3
-0.0911294650481512,2.22717000418699e-05,ARID1A,CHD4
0.0445877508766508,0.0219392651958926,ARID1A,CTCF
-0.299287438835316,0.000223901649329,ARID1A,DPF1
-0.150797108316825,0.0416576931809611,ARID1A,DPF3
-0.0735879281027889,0.0057170105578785,ARID1A,EED
0.122772169754339,0.0012133971430731,ARID1A,EP300
0.217921420505365,0.0047804459341995,ARID1A,GATA2
0.0995218661380344,1.32964687943485e-05,ARID1A,GTF2F1
-0.108237010201764,0.0162214903880375,ARID1A,HLTF
0.368708495375503,0.0016005231931742,ARID1A,HNF1B
-0.0779975173676838,0.0200843927918023,ARID1A,IFNB1
-0.384211358682481,0.0001762687961515,ARID1A,IGFALS
0.110889231791754,0.0434804733548126,ARID1A,IRF1
0.0862374010911544,0.0029089409498516,ARID1A,KDM3B
-0.110697973469638,0.0312495303372996,ARID1A,KLF1
-0.199577397559101,0.0058455836877501,ARID1A,LHX3
-0.11822738809164,0.0001755300771554,ARID1A,MDC1
0.0525994436135272,0.0164306816696353,ARID1A,MTA2
0.089404753132006,0.000408965349219,ARID1A,NUP50
-0.0770976155035622,0.0299289274921016,ARID1A,OR2C1
0.363773445207767,0.0006025295958855,ARID1A,PAX9
0.0735543276531621,0.0237532768811494,ARID1A,PBRM1
-0.0699662477533452,0.0139348684134815,ARID1A,PDCD6
0.229157425108449,0.0437312288687806,ARID1A,PGR
-0.0624203066523883,0.0472985662025588,ARID1A,PHF10
0.17237339842051,0.0326305496749459,ARID1A,PPARG
0.0520669683735928,0.0218296459603809,ARID1A,RTF1
-0.0646070757667507,0.0328559505377745,ARID1A,RUVBL1
-0.0658227116716687,0.004422500563532,ARID1A,SCYL1
0.0814533161604363,0.0076157034235731,ARID1A,SMARCC1
-0.181434407516315,0.0032971604628444,ARID1A,SMARCD3
0.0666800959635919,0.0132170080050732,ARID1A,SMARCE1
-0.075298330388482,0.0023334763484327,ARID1A,SNIP1
0.18442748731542,0.0097936006628171,ARID1A,SOX17
0.177619710356543,0.0405975987657289,ARID1A,SOX9
-0.068053667199002,0.0063155510368584,ARID1A,SUPT5H
0.0612328396767492,0.0275899482762275,ARID1A,TAF15
-0.123455696483909,0.0005021557366567,ARID1A,TFAP4
0.0607122673517893,0.0272454608358986,ARID1A,USP8
0.122639557868515,0.0410729762654045,ARID1B,ASF1A
-0.226894989566117,0.0286226525445835,ARID1B,BCL6B
0.0831000929610002,0.0370007246600422,ARID1B,DPF2
-0.0918284442062422,0.0401151371032475,ARID1B,MLLT1
0.211153315983197,0.0302607418280963,ARID1B,NCR1
0.131335209040104,0.006039571056359,ARID1B,NUP43
-0.397111670615883,0.041844153540524,ARID1B,PAX9
0.132071275869785,0.0265210775729371,ARID1B,PBRM1
0.464980573721967,0.0018958660904715,ARID1B,PPARG
0.36779268190079,0.0343732424071284,ARID1B,QPRT
-0.12911231550182,0.0376599672773076,ARID1B,SIRT6
-0.108116153161484,0.0339312279277187,ARID1B,SMARCD2
-0.329905184812765,0.043999114073683,ARID1B,SOX15
-0.271406698017524,0.0349577439736065,ARID1B,SOX17
-0.0714637795290502,0.0437654959232652,ARID1B,TEX13B
0.181135339546862,0.0417888790149172,ARID2,BCL6B
0.141265620292894,0.0224443221165355,ARID2,BCL7A
-0.133943839451886,0.0013045779189002,ARID2,CBX3
-0.237771156777613,0.033568419169317,ARID2,KHDRBS2
-0.279234195647569,0.0058860901794458,ARID2,PAX6
0.213094757729532,0.0310475538724975,ARID3B,APEX1
-0.956438580687879,0.0181207727739033,ARID3B,FOXE1
-0.827220571640433,0.0242166106148806,ARID3B,LHX2
0.265277900912657,0.033255599104358,ARID3B,PPT1
0.617593600548075,0.0208611163797819,ARID3B,SOX17
-0.183773129886578,0.0115337402626125,ARID5B,METTL3
-0.191952811558245,0.0024312034987089,ARID5B,SMARCB1
0.265582721572078,0.0406637320142103,ARIH1,BTF3L4
0.351212935955184,0.0032458996634408,ARIH1,DDX1
0.548108162823118,0.038256662790196,ARIH1,HAUS7
-0.321070087121049,0.0209446075198291,ARIH1,HUS1
0.375294285842122,0.0075572973780968,ARIH1,KDM1A
0.903483098981804,0.0391270839299343,ARIH1,KLHL13
0.43735114489237,0.0277404452107546,ARIH1,POLD1
0.502080530461122,0.011157217925913,ARIH1,SSBP3
-0.296643789416703,0.0370109422478072,ARIH1,UBE2J1
-0.58220925335068,0.0358914688922498,ARMCX3,ARL10
-0.309880806599162,0.0480085233205099,ARMCX3,PCNA
-0.324401997998242,0.0341832688242793,ARMCX3,RCN2
-0.285916084657054,0.0313937795548875,ARMCX3,SUZ12
-0.189523023871284,0.0420263867590974,ARNT,ADSL
0.760929616710539,0.0474214926999193,ARNT,HNF4A
0.294597546860401,0.0064560816709611,ARNT,HSP90AA1
0.625664513306035,0.0236102814211163,ARNT,NPAS3
0.383322553949117,0.0001738184843967,ARNT2,ATF1
-1.38163658367705,0.0160190014742456,ARNT2,CALML3
0.270116445490692,0.0051979811989659,ARNT2,CAPN7
0.351043932351287,0.0088378730475293,ARNT2,EP300
0.380778300163503,0.0007172603357825,ARNT2,FNTA
0.309635126942912,0.0080063402707971,ARNT2,HSP90AB1
-0.548779040507301,0.0195501409794375,ARNT2,HSPB1
0.228482327943225,0.0372407007051262,ARNT2,HTT
-0.869228324051648,5.97005201186701e-06,ARNT2,LMO2
-0.465434528335653,0.0337961499223375,ARNT2,MIPOL1
-0.777044554972474,0.0339316366005461,ARNT2,MTUS2
0.349867340521398,0.0108569631998713,ARNT2,NDE1
-0.340148243930823,0.0288010428721744,ARNT2,SORBS3
0.365789485385951,0.0412165093123962,ARNT2,TACC3
0.252905289296415,0.0315456079519238,ARNT2,TADA2A
-0.397817040090462,0.0485772446713952,ARNT2,TRAF1
0.317048739499052,0.0182596927909611,ARNT2,TRAF2
-0.379698623200006,0.0332806337226688,ARNT2,TRIP6
-0.621656270838898,0.0057198981915618,ARNT2,USHBP1
-1.19933869599758,0.0349958798842524,ARPC1B,ACTA1
-1.14011081169915,0.0002202426991074,ARPC1B,ARHGAP10
0.728739150993469,0.0320786033297965,ARPC1B,DAPK1
0.36304696019374,0.0436227819065087,ARPC1B,NCK1
-0.771302963934387,0.04646185492521,ARPC1B,NUPR1
-0.824752197239287,0.0464232029567719,ARPC1B,TPM2
-0.560472973459824,0.0203562223162048,ASAP2,BMX
-0.15600957951435,0.004164711839958,ASAP2,RHOA
-0.305477634603557,0.0161067880369074,ASAP2,SH3KBP1
0.220063314488164,0.0483710507638257,ASAP2,SRC
-0.338677309014026,0.0247566582232129,ASAP2,SYK
-0.282059813008147,0.0435981296946575,ASAP2,TGFBR2
0.356955447875782,0.0187131068177661,ASB9,ANXA5
-0.324825436822959,0.0115024327351681,ASB9,SMN2
0.295656531418931,0.0441925747515855,ASB9,TLN1
-0.483629501624287,0.0402164478274338,ASCC2,DDX60
-0.23933463644425,0.0183317050493241,ASCC2,ERCC5
-0.358956910568808,0.0203461842437183,ASCC2,FANCI
0.732421819012945,0.0204183235566899,ASCC2,FBP1
-0.37961193153056,0.0241139108419369,ASCC2,KATNAL1
-0.401597124602093,0.0011771217175362,ASCC2,MSH2
-0.2867460828431,0.0094992310146274,ASCC2,MSH6
-0.211604921311267,0.0298501418580748,ASCC2,PAIP1
0.232652477356851,0.0353593437696116,ASCC2,PCBD2
-0.66847296823067,0.0068658822699996,ASCC2,PLEKHA4
0.201577390507012,0.0093517141425057,ASCC2,RAF1
0.26229201194004,0.0052009855481871,ASCC2,UBC
-0.193285954504542,0.0127270084286571,ASCC2,XRCC5
0.66758387911285,0.0015794136617875,ASCC3,CCDC8
0.290085923879729,0.0485278513707053,ASCC3,CIB2
-0.123084513375938,0.0470933946134034,ASCC3,EIF3H
0.116079618888053,0.0034525010780832,ASCC3,ERCC3
0.119398050620315,0.0260957977285388,ASCC3,FXR2
-0.220769655499095,0.0140223379860556,ASCC3,INF2
0.242042605803208,1.02861664968014e-05,ASCC3,PAIP1
-0.185795240432606,0.0131656850287001,ASCC3,PTEN
-0.101327974633532,0.0393910404900973,ASCC3,PTGES3
-0.184472457349686,0.0284786134601347,ASCC3,RPS2
0.18816763958585,0.0007909790332795,ASCC3,SEC22B
-0.616396537247202,0.0280392767750182,ASCC3,SOX2
-0.287139577435915,0.0067104459093318,ASH1L,CIT
-0.168021304964971,0.0240572037146513,ASH1L,SMAD7
-0.624703798339185,0.008910970647265,ASL,GINS4
-0.282081384217,0.0150811130114564,ASL,TUFM
0.300828540632324,0.0046303337376694,ASPHD1,FBXO7
0.340085111561502,0.0272354072624717,ASPHD1,POMP
0.219789637371137,0.0286385774673506,ASPM,FEZ1
0.146719867773617,0.031712065607684,ASPM,GPRASP2
0.0997496336931195,0.0447676615632733,ASPM,HERC2
0.187448957898705,0.0349515587672757,ASPM,LIMS1
-0.302789969949438,0.0405468398444822,ASPM,MYL2
0.11898103723703,0.0115655721231305,ASPM,NUMA1
0.150104349050022,0.0004601815814204,ASPM,PACS2
0.210841306751025,0.0365925148583853,ASPM,PTPRS
-0.202290713876877,0.0041600193531166,ASPM,TP53INP1
0.0971556335496863,0.0350499934458998,ASPM,TUBA1B
-0.692848450540681,0.0224235533247585,ASPSCR1,ADAMTSL4
-0.823175969258843,0.0477325808902354,ASPSCR1,ALPP
-0.290539754007485,0.0244996271763308,ASPSCR1,BANF1
0.294736419927118,0.0055548953647868,ASPSCR1,DCAF11
0.397990388924035,0.0026939845265032,ASPSCR1,DERA
0.656131996566219,0.0188528857396013,ASPSCR1,FADS1
0.287121357572568,0.0022360850485219,ASPSCR1,FAF1
0.387624434643754,0.0102066453347528,ASPSCR1,KCTD3
0.0753990597927944,0.0135269019606179,ASTN2,HNRNPL
-0.737347008071188,0.0001577969655286,ASXL1,C4A
-0.14374067435649,0.0444861305337826,ASXL1,CCT2
-0.110694013033754,0.0448942394703754,ASXL1,CSNK2A1
0.255349835918834,0.0484119666368429,ASXL1,HSPB1
-0.155657972032245,0.0247569307733541,ASXL1,MTHFD1
-0.108979859791454,0.0138479635207584,ASXL1,PCBP2
0.163500956794008,0.010349557546249,ASXL1,PCGF3
-0.148709748238622,0.0295753006759349,ASXL1,PGAM5
-0.195525087049897,0.0010606789054511,ASXL1,PHC2
0.178350838383106,0.0170946963337379,ASXL1,RXRA
0.332841772648876,0.0374711089611133,ASXL1,SCML2
-0.608523866894783,0.0419372707207143,ASXL1,SERPINA3
-0.103228905685617,0.0309303101870568,ASXL1,SF3A1
-0.121017510698234,0.0065281340611994,ASXL1,SF3A3
-0.402320322278648,0.0033758055950046,ASXL1,SLC16A1
-0.391425303056193,0.0106967771412146,ASXL1,TGM2
-0.174604182578127,0.0063831713005768,ASXL1,YBX1
-0.151486086758656,0.0123193255023044,ASXL2,ASXL1
-0.183893342847462,0.0009182914558883,ASXL2,DNPEP
-0.106528114620475,0.0383099454654753,ASXL2,EFTUD2
-0.19815116755486,0.0414496103230494,ASXL2,ELF4
-0.187495383277463,0.0087479540139886,ASXL2,HMGN2
-0.0726344301798828,0.0352803865744408,ASXL2,HNRNPK
-0.157504024914753,0.0487363340527865,ASXL2,HPRT1
-0.0966866626565039,0.0459926506375852,ASXL2,PCBP2
-0.132099530842663,0.0212557683684049,ASXL2,PDS5A
-0.123213989110717,0.0053065416155052,ASXL2,RBMX
-0.111343499330911,0.0097564288380172,ASXL2,SF3B2
-0.164646415458163,0.0358869960812297,ASXL2,SLC25A5
-0.0861682713398618,0.0345614509244676,ASXL3,BUB3
-0.127941022836476,0.03514233010642,ASXL3,CBX8
-0.0872971534533862,0.0454833941619099,ASXL3,CSNK2A1
-0.544273463111529,0.0129253340021258,ASXL3,HMGA2
-0.111007623874868,0.0354801369130805,ASXL3,HMGN2
-0.691669605093391,0.0019874956292579,ASXL3,KRT1
-0.169090639050537,0.0350738448193026,ASXL3,PSMC3IP
-0.128983221537585,0.0134234963975128,ASXL3,RUVBL2
-0.120948963174719,0.0183082840544096,ASXL3,SDHA
-0.228096089307956,0.0456758032086361,ATAD3B,PPP4C
0.296765956651319,0.0387472932490257,ATAD3B,SLC25A12
-0.464517839139877,0.0086783415184934,ATF1,SRA1
-0.16444981367876,0.0076289640723378,ATF7IP,CBX3
-0.113558496605125,0.0087985207394096,ATF7IP,EWSR1
-0.276374855220828,0.0032596287559798,ATF7IP,FLNB
-0.606159222131529,0.0200114398630594,ATF7IP,HNF1B
-0.336999550930842,0.0161405164295865,ATF7IP,NCAPH
0.117730330361019,0.049496374916119,ATF7IP,PIAS4
-0.108006491755685,0.0106891456495125,ATF7IP,QRICH1
-0.207745460116372,0.0285137776360122,ATF7IP,RPL8
-0.151067213612286,0.0063753479242946,ATF7IP,SENP3
-0.138372765116533,0.0413595071199924,ATF7IP,TNIP2
0.152692617432238,0.0275972207052,ATF7IP,ZBTB6
0.253283783229492,0.0083115207170613,ATG13,ATG3
0.223923850444041,0.0291846344911347,ATG13,ATG7
0.197908486363365,0.0484238057664596,ATG13,CAPRIN1
0.328062331197699,0.0044803455063707,ATG13,EIF3B
0.264483463416389,0.0170329187737616,ATG13,PIK3C3
0.337653404602188,0.0172756403053062,ATG13,PRPS1L1
0.691904756194006,0.0140332199871933,ATG14,BCL2
0.715348864868257,0.0358791747179674,ATG14,DACT1
0.196648632341039,0.0368156659171356,ATG14,SH3GLB1
-0.119209302196006,0.0417163738951491,ATG2A,ATG3
-0.545405023593177,0.0454976330858762,ATG2A,MEOX2
-0.481672821510026,0.0032153757160335,ATG3,ACTB
-0.86040130791884,0.0483658828338116,ATG3,ACTBL2
-0.88871677092842,0.0304329641880222,ATG3,ASS1
0.453604957287629,0.0105069781751616,ATG3,ATG4A
0.419249234618753,0.0137446136683902,ATG3,ATG4C
-0.363714907754634,0.0086862845519748,ATG3,ATG9A
0.442046307950406,0.000874030026769,ATG3,AZI2
-0.98556154180635,0.0369837851724799,ATG3,CLU
-0.483796960617678,0.0061685996782786,ATG3,MED12
0.28767505591597,0.0284556608604982,ATG3,MED17
-0.329169543218342,0.0482584757817768,ATG3,MOB2
-0.737322935863174,0.0484080585911706,ATG3,NFKBID
0.851351253532999,0.0397965088250951,ATG3,P2RX6
0.281629411244105,0.0288407607921179,ATG3,PITPNB
-0.359221442826689,0.0182687177253706,ATG3,PWP2
0.3573903693417,0.0403236777201227,ATG3,RCL1
0.45324658190237,0.041510477942806,ATG3,RPS3A
-0.35112282703769,0.0385203011640189,ATG3,SH3GL1
-0.358971665868031,0.0126890213779071,ATG3,STAT5B
0.371770712088438,0.0402297891580425,ATG3,TAF1B
-0.449811057759383,0.0397942691649951,ATG3,TAF1C
-0.355932550492679,0.0081374593731026,ATG3,UBA1
-0.689775043571089,0.0186589174650388,ATG3,UBA7
0.41710144926824,0.0085762228786889,ATG3,UROD
-0.459147503772457,0.0072977555921601,ATG3,VPS18
-0.331718787800997,0.0267704445596802,ATG3,WDR45
0.44887779467901,0.0384050488310645,ATG3,YEATS4
-0.411885315958056,0.0495804252805667,ATG3,ZNF414
0.26870698474352,0.0379592213550745,ATG4B,AIMP1
0.401614602953545,0.0026206862488251,ATG4B,ATG3
0.347551655530721,0.0053620636245102,ATG4B,C9orf78
0.366381475079173,0.0350286345440943,ATG4B,GTF2F2
-0.233075259362328,0.0486575162021738,ATG4B,ILF3
0.27663069353617,0.0402939728748368,ATG7,AGPS
0.420419355412406,0.0051964242012198,ATG7,ANP32E
0.303407279709755,0.0077115153363529,ATG7,ATG10
0.295627410452271,0.0043731531401271,ATG7,CBFB
0.238237053207637,0.0160254632850654,ATG7,FXR1
0.60533548209289,0.018926697362249,ATG7,HERC5
0.123286861707017,0.0373269662617899,ATG7,HNRNPL
0.483882606171059,0.040372437060974,ATG7,IQGAP3
-0.673496154804291,0.0301405389655018,ATG7,KCNJ5
0.489450098086298,0.0125713249306712,ATG7,KHDRBS2
-0.316206586776696,0.0365629624158949,ATG7,LGMN
0.292150872753164,0.0156651177304076,ATG7,NASP
0.211485707187428,0.0309641242243578,ATG7,PIK3C3
0.470092962363922,0.0401393696611311,ATG7,PLK1
0.356888307743378,0.0200783755509297,ATG7,SMC4
-0.172428354141437,0.0452268403256311,ATG7,SNX1
0.353996104402305,0.0475584176413549,ATG7,STIL
0.24675334525787,0.0325240976846458,ATG7,UROS
-0.0875458552881749,0.0213395581870244,ATM,ACD
0.0832292784086845,0.0396853688533828,ATM,ACLY
-0.0790018450277947,0.0415951016478774,ATM,ACTL6A
0.0898601999830667,0.0072154049065145,ATM,ALS2
0.0775793981162828,0.0286819645602783,ATM,APPL1
0.0743268166334538,0.0486531239287171,ATM,ARID2
0.157506723177321,0.0148476069809712,ATM,ATAD5
0.0793819046809743,0.0406080621010204,ATM,C5orf24
0.0980094573161642,0.0333604543183215,ATM,CBL
-0.292673297392326,0.016703807546939,ATM,CCDC8
-0.0938662155763602,0.0223482752219783,ATM,CDK5
0.128537715722793,0.0386293999257239,ATM,CEP97
-0.0809842812736139,0.0390341474576524,ATM,CETN2
0.0717599873363981,0.0432408406905953,ATM,CLNS1A
-0.17229455875957,0.0033084603935585,ATM,CROCC
0.0987476289906248,0.0020749092031604,ATM,CTR9
-0.305943572723305,0.0274623252692404,ATM,DLX6
-0.0731857838598104,0.0139361431306589,ATM,EDC4
-0.146413640413838,0.0075710858961009,ATM,EFNA4
0.0869274484652306,0.0375818397726867,ATM,ERCC4
0.130860462504773,0.0075711673732169,ATM,FYCO1
-0.0899762004893814,0.0067726573287954,ATM,GGA1
-0.102915726526359,8.28448561524912e-05,ATM,GNB1
-0.0890624461007379,0.009873510612524,ATM,GPS1
-0.0720452038750281,0.0147464693261236,ATM,HINFP
-0.0940104457286108,0.0090614692705842,ATM,HMGN1
-0.085586133713561,0.0063263010690414,ATM,HP1BP3
-0.107157440208178,0.003786109401427,ATM,IKBKG
-0.0838361316854467,0.0011205229473844,ATM,ISY1
-0.155556876044121,0.017805174942186,ATM,KCTD17
-0.100892020855263,0.0021311961460575,ATM,KDM1A
0.150409555804758,0.0177360238960698,ATM,KIF11
0.1379983251467,0.0152397470146599,ATM,KIF20B
-0.0983865911976985,0.0053083395867185,ATM,KRI1
-0.139333068892315,0.0022758009619284,ATM,LDLRAP1
-0.107779314122138,0.011673010393561,ATM,LENG1
-0.0727841141800482,0.0453840418950829,ATM,LRRC42
-0.0895567685253934,0.0216782946288733,ATM,MAP1S
-0.141173178414547,0.0200543141328253,ATM,MARCKSL1
0.0852124032930232,0.0072657768184299,ATM,MAS1
-0.0748515465308763,0.0060428303653157,ATM,MORF4L1
0.080003550084791,0.040684784444276,ATM,NBN
-0.099983928366768,0.012834539067372,ATM,NCAPH2
0.101959436094902,0.0288810922153354,ATM,PABPC1
0.0803734086355255,0.025123630659376,ATM,PDXDC1
-0.114761879572809,0.0013065000870417,ATM,PHC2
-0.0847115315950177,0.0401414906838732,ATM,PNKP
0.0720605466707071,0.0419501852393321,ATM,PNPT1
-0.0603399041181841,0.0392417781734121,ATM,PPP2R1A
-0.0824045541749534,0.0255805310184527,ATM,PRMT1
0.0994135123977314,0.00244740120832,ATM,RAB6A
-0.0962766656376157,0.0030650411178568,ATM,RAD23A
0.0946282490679047,0.0089782968446486,ATM,RANBP2
-0.0875620512837633,0.0104611608845741,ATM,RAVER1
-0.0808429068922862,0.0054767531930223,ATM,RBM10
0.0667991812707032,0.0413008945622458,ATM,RFC1
0.10819684101626,0.0267894388664297,ATM,RFC3
0.293026408457457,0.014156786474133,ATM,RIMS1
-0.0728317381855047,0.0065760531597157,ATM,RNF40
0.105632951822009,0.0206419977181326,ATM,ROCK1
0.149376904174906,0.0383869438914411,ATM,ROCK2
-0.0928881594530744,0.0291425975719315,ATM,RPL11
-0.0813902211644826,0.0243873286538852,ATM,RUVBL1
-0.0882443064693503,0.0231822118086824,ATM,RUVBL2
0.115220377778799,0.0020844151704407,ATM,SAAL1
-0.0994173544660188,0.0178609300237317,ATM,SF3B5
0.19438813313753,0.0079498671695492,ATM,SLC12A2
0.100184894853072,0.031962092379847,ATM,SLK
0.0547274975006524,0.0430770628441923,ATM,SLU7
-0.0947212365379753,0.0026567789172936,ATM,SMARCB1
0.0901997228416748,0.0145602498501437,ATM,SMARCC1
0.0753400981211226,0.0483431305142909,ATM,SRPK1
-0.0742081479289199,0.0129800195332311,ATM,TAOK2
0.0738082162993986,0.0381086104653018,ATM,TSC1
-0.115066664879548,0.0009591491743426,ATM,U2AF1
-0.186928248721902,9.76639326682845e-05,ATM,WDR91
-0.062348518383604,0.0434545952656881,ATM,WTAP
-0.0768618834323088,0.0058407414252386,ATM,XRCC6
-0.0860564396093279,0.0228764007235789,ATM,ZFYVE19
0.0961299149456577,0.0325625005294437,ATM,ZHX1
-0.147480442565021,0.0112587415081024,ATM,ZNF600
-0.111076340784667,0.0105047886742052,ATM,ZNF821
-0.267784499672716,0.0322435429385591,ATP10A,ATP8B3
-0.152517451516814,0.0249360898819817,ATP10A,CLK1
-0.0985333017200591,0.0455415525808203,ATP10A,TMEM30A
-0.312880785936661,0.0011201711660936,ATP1A1,ADCK2
0.552640403692003,0.0326444525200652,ATP1A1,ADRB2
0.788703863384365,0.0089642661876447,ATP1A1,FXYD4
0.555523602738135,0.0293378655287845,ATP1A1,GJA1
-0.311391395399924,0.0453365048358756,ATP1A1,HIPK4
-0.415778707678426,0.0069613456510873,ATP1A1,HSD3B7
-0.44837948580821,0.0241081973402953,ATP1A1,LGALS9
0.475230274924766,0.0424089466231252,ATP1A1,MECOM
0.530027821921947,0.011833118468204,ATP1A1,MYLK4
0.292539723542055,0.0235604380472775,ATP1A1,PHLPP1
0.673244985517394,0.0310040954021898,ATP1A1,RAB25
-0.207804919455853,0.0324732843759974,ATP1A1,RHOG
0.152154516133812,0.044694192220037,ATP1A1,SF3B1
0.224393314856113,0.0276421054986547,ATP1A1,SKI
0.1765318046069,0.0247474967594061,ATP1A1,SMAD2
-0.185519240901252,0.0365749059547509,ATP1A1,STX4
0.204703651488462,0.0236709428666029,ATP1A1,TRIM33
0.477119180410702,0.0243284697885568,ATP1A1,TRPC6
-0.358507427936102,0.0216821449220616,ATP1A1,WDR76
0.472708390471339,0.0316885372813574,ATP2A2,ATP2A3
0.259823702297815,0.0365178382835536,ATP2A2,CAMK2D
-0.338343684490811,0.0265043273505083,ATP2A2,ECT2
0.232638945197619,0.0479381227004732,ATP2A2,ERLIN2
0.636657737371732,0.0448685258015139,ATP2A2,FXYD2
-0.407460709522001,0.0420482332770589,ATP2A2,MYC
-0.152021712065213,0.0126364927013303,ATP2A2,RHOA
-0.66772887332546,0.0431724474971779,ATP2A2,SLN
0.168305724115871,0.0231896749743335,ATP2A2,ZNF330
0.550231913646135,0.002940178094268,ATP2B3,AVPR2
-0.33451565855145,0.0067786091491444,ATP2B3,C3orf18
0.835809429857866,0.0008170122992347,ATP2B3,CYP2B6
-0.256685016182291,0.0374874168555026,ATP2B3,PNPLA4
-0.141819799467127,0.0042281677374513,ATP2B3,PRKAG1
-0.129483480069289,0.0375694131601966,ATP2B3,TXNDC15
-0.172206579387962,0.0255422211389079,ATP4A,BCAP31
-0.289805777991178,0.0475843765592767,ATP4A,CDCA8
-0.148651583178891,0.0429499549751031,ATP4A,DGUOK
-0.177154939282358,0.008411820298752,ATP4A,HAX1
0.191776949488183,0.0222063186611022,ATP4A,HERC2
0.215569120739115,0.04236324118186,ATP4A,KBTBD4
0.314076517419971,0.0333920100710332,ATP4A,LGR4
-0.237776557029179,0.0178985609112764,ATP4A,RRP7A
-0.145950634000847,0.0291171337318862,ATP4A,SCAMP3
-0.264001747574125,0.0190907304312412,ATP4A,VAMP8
-0.324778946785982,0.0172743940918668,ATP6AP1,ATP6V1B2
2.03869698087859,0.0027619989609693,ATP6AP1,CA9
0.466781970301914,0.0244566994888836,ATP6AP1,FBXO6
0.346587131302728,0.0119022665545821,ATP6AP1,FDPS
0.300755604622214,0.0149456229289517,ATP6AP1,NUDC
-0.473372923659483,0.0040661954832207,ATP6AP1,OGT
0.227502080346496,0.0235241537357589,ATP6AP1,PSMD12
0.289356400983241,0.0070739360931659,ATP6AP1,VPS72
-0.811945506013029,0.0240118187448301,ATP6V0B,STOM
-0.56560852522918,0.0358252906993757,ATP6V1B2,ATP6V1C2
-0.318606489528583,0.0110702024826815,ATP6V1B2,CSE1L
-0.796268661112408,0.0421511002101488,ATP6V1B2,EPHB2
-0.305852573049909,0.0235940947415728,ATP6V1B2,HSP90AB1
0.392594140030177,0.0120901912132167,ATP6V1B2,KRAS
0.289642998669014,0.0459276902853917,ATP6V1B2,PRKAA1
0.373235977495725,0.0213376562871915,ATP6V1B2,TMOD3
-0.443487226370856,0.0436608701634552,ATP6V1B2,TUBA1A
-0.390630119716537,0.0001768960409204,ATP6V1B2,UBE2V1
0.466468623539795,0.046921897710332,ATP6V1G2,RBM25
-0.448114098797433,0.0065669354667039,ATP8B2,CCR6
-0.549406126605385,0.0144561801590232,ATP8B2,CD3D
-0.606079601251044,0.0064829521281612,ATP8B2,TIGIT
0.336251170811171,0.0149868046571501,ATR,ACSM5
-0.100233010687611,0.0319675845979416,ATR,ALKBH4
0.288478538932557,0.0285061044726585,ATR,DMD
0.313639135936937,0.043775174546872,ATR,DUOX1
-0.126099752725569,0.0313290986251977,ATR,KRAS
0.327447027970688,0.0119490663787495,ATR,LDLRAD1
-0.106979991585606,0.0183452239080001,ATR,PRPF6
-0.156710814034159,0.0131735328090452,ATR,PVR
-0.0803953554782778,0.0108885348529737,ATR,SF3B2
-0.198712628486792,0.030634664739913,ATR,SPAG5
-0.129090911862513,0.008582999929065,ATR,TRMT6
-0.232820654790414,0.0379538437584677,ATR,ZC3HAV1L
0.325168970639884,5.52664791042129e-05,ATRX,ABLIM3
-0.0725821763650934,0.0286274628350531,ATRX,ACD
0.075482334840833,0.0304732638317529,ATRX,ADNP
-0.0900778768939163,0.0001327278037264,ATRX,ANAPC7
