driver,neighbour,rho,rho_pval
ACTL6B,HJURP,0.5944055944055945,0.0415214944103185
ACTL6B,IQSEC1,-0.7062937062937064,0.0102451939411278
ACTL6B,RUVBL1,0.6013986013986015,0.0385884529220194
ACTL6B,SMARCD1,0.6363636363636365,0.0260968910527031
ACTL6B,SMN1,0.6223776223776225,0.0306758950616401
ACTL6B,TP53,0.6083916083916086,0.0358059970520292
ACTL6B,WDR5,0.6013986013986015,0.0385884529220194
ACTL7B,ACTR1B,0.6352941176470589,0.008182064616334
ACVR1,BMPR1B,0.6363636363636362,0.0479117261299754
ACVR1,GDF1,0.7212121212121211,0.0185731550894602
ACVR1,RNF4,0.6363636363636362,0.0479117261299754
ACVR1,TFR2,-0.6363636363636362,0.0479117261299754
ACVR1,VPS39,0.7575757575757575,0.0111434467996942
ACVR1,WWP1,-0.7939393939393938,0.0060999233136969
ACVR1B,BTNL9,0.5176470588235293,0.0400017929595606
ACVR1B,RELL2,-0.5147058823529412,0.0413458064422489
ACVR2A,BMP4,0.5549450549450549,0.0490044955983309
ACVR2A,CD83,-0.6538461538461539,0.0153485167321054
ACVR2A,CYP26B1,-0.6428571428571429,0.0177924506923756
ACVR2A,RNF11,-0.7527472527472527,0.0029822333891698
ACVR2A,SMAD2,-0.6813186813186813,0.0103404094514928
ACVR2B,BMP15,-0.7412587412587414,0.0058011504744782
ACVR2B,BMPR1B,-0.6083916083916086,0.0358059970520292
ACVR2B,PCDHGA5,-0.5874125874125874,0.0446092964633631
ACVR2B,PRKCB,-0.5944055944055945,0.0415214944103185
ACVR2B,SMAD1,-0.5944055944055945,0.0415214944103185
ACVR2B,TFR2,0.6013986013986015,0.0385884529220194
ACVR2B,ZNRF4,-0.7202797202797203,0.0082397687123384
ADAM10,C5,-0.7714285714285714,0.0012326572868001
ADAM10,C7,-0.5472527472527472,0.0428220493781973
ADAM10,LDLRAD1,-0.5736263736263736,0.0319708139763969
ADAM10,NOTCH1,0.5648351648351648,0.0353301848675527
ADAM10,PDIA3,-0.5824175824175825,0.0288546553576717
ADAM10,PXN,0.5340659340659341,0.0491599163719851
ADAM10,SH3GL1,0.6879120879120879,0.0065400424918419
ADAM2,C6orf120,-0.556140350877193,0.0134106833825396
ADAM2,LRRC3,0.5859649122807017,0.0083790717174346
ADAM22,KRAS,0.5088235294117647,0.0441352182349838
ADAM22,LGI4,-0.55,0.0272939727097305
ADAM22,YWHAQ,0.5647058823529412,0.0226632048441846
ADAMTS12,IL17RA,0.5721343873517787,0.0043360514161605
ADAMTS17,HSPA1A,-0.653250773993808,0.0032856411027831
ADAMTS18,ALB,-0.4438461538461538,0.0262463534556006
ADAMTS18,CSK,0.6161538461538462,0.0010399474648015
ADAMTS9,NOTCH2,-0.6531620553359684,0.0007271754110956
ADAMTSL3,KRT40,0.6078431372549019,0.0074500545188831
ADCK1,CHCHD2,0.6848484848484848,0.0288827975067327
ADCY1,ADCY3,0.7936016511867906,8.46599736041262e-05
ADCY1,CAP1,0.5273477812177503,0.0245139177321961
ADCY1,GNAI3,0.7110423116615068,0.0009391049276515
ADCY1,GNAZ,-0.5541795665634675,0.0170099130779732
ADCY1,HNRNPL,0.543859649122807,0.0196435637277916
ADCY1,IL1A,0.7708978328173374,0.0001805567537734
ADCY1,PTH1R,-0.5851393188854489,0.0107430664980946
ADCY2,ADCY5,-0.4997176736307172,0.0178813871183815
ADCY3,ADCY1,-0.5318627450980392,0.027987612204855
ADCY3,CALM1,-0.5220588235294118,0.0315848269163221
ADCY3,EDN1,-0.5049019607843138,0.0387210488787062
ADCY3,EDNRA,-0.5490196078431373,0.0224611517681825
ADCY3,PCDHGA5,-0.5245098039215687,0.0306540160879488
ADCY3,RHOB,-0.5220588235294118,0.0315848269163221
ADCY3,TMEM9B,-0.6397058823529412,0.0056847900888639
ADCY5,GNAI2,0.5465686274509804,0.0231938433767333
ADCY5,SNAPIN,0.6299019607843138,0.0067279296217347
ADCY8,ADCY1,-0.4481203007518797,0.0475317357506641
ADCY8,ADCY3,0.4451127819548871,0.0492252966921177
ADCY8,GNAI2,-0.4872180451127819,0.0293419919037082
ADCY8,GNAS,-0.4766917293233082,0.0335840795109333
ADCY8,GNAZ,-0.5924812030075187,0.0059104659021841
ADCY8,KRAS,0.4872180451127819,0.0293419919037082
ADCY8,LGALS3,0.6075187969924812,0.0044951010017488
ADCY8,PRKACA,-0.5082706766917292,0.0221247804637924
ADD2,ATG16L1,-0.5170278637770898,0.0280061473637871
ADD3,ATXN1,-0.5549450549450549,0.0490044955983309
ADD3,CALML5,-0.5549450549450549,0.0490044955983309
ADD3,HDAC8,0.5824175824175823,0.0367413343586542
ADD3,HDLBP,-0.7362637362637362,0.0041077093605746
ADD3,LAMP2,-0.5714285714285714,0.0413422673717235
ADD3,LMAN1,-0.6483516483516483,0.0165366988042672
ADD3,RAC3,-0.6813186813186813,0.0103404094514928
ADD3,RHOD,-0.6538461538461539,0.0153485167321054
ADD3,RHOF,0.5549450549450549,0.0490044955983309
ADNP,EGFR,-0.5142857142857143,0.0203461282869806
ADNP,HNF4A,0.4676691729323308,0.0375885102041488
ADNP,KIF21A,-0.4451127819548871,0.0492252966921177
ADNP,KPNA5,-0.6962406015037594,0.0006499244054973
ADNP,NFATC1,-0.4481203007518797,0.0475317357506641
ADNP,POLG2,0.4466165413533834,0.0483728331092669
ADNP,SIRT6,0.6060150375939849,0.004622614670722
ADRA1A,ABR,0.6131868131868132,0.0197063319260388
ADRA1A,CLTB,0.6615384615384616,0.0099751792404237
ADRA1A,CLTC,-0.5868131868131868,0.0273843755310877
ADRA1A,DBH,-0.5780219780219781,0.0303830141452369
ADRA1A,FAM50B,-0.5604395604395604,0.0371044770040743
ADRA1A,GNG5,0.621978021978022,0.01755031529054
ADRA1A,KIAA2013,0.5604395604395604,0.0371044770040743
AFF2,AFF3,-0.4086956521739129,0.0473813375395418
AFF2,CDK9,-0.4113043478260869,0.0458489789837357
AFF2,KPNA4,0.5434782608695652,0.0060550210077491
AFF2,PHF1,-0.5678260869565217,0.0037996733225035
AFF2,POLR2B,0.4947826086956521,0.0139710330610452
AFF2,POLR2D,0.5052173913043477,0.0117954453504015
AFF2,POLR2E,-0.4313043478260869,0.0353504559247136
AFF3,CCNK,0.6368421052631579,0.0033660701999244
AFF3,ELL,0.5456140350877193,0.0156770393296201
AFF3,SPPL3,0.5,0.0292580362366495
AFF3,SSRP1,0.5807017543859649,0.0091329500705685
AFF3,SUPT16H,0.512280701754386,0.0249307720150747
AFF3,TFRC,0.531578947368421,0.0191633291697047
AFF3,TTF2,0.5228070175438596,0.0216369105361962
AFF4,AP2B1,-0.5676470588235295,0.0218145921437429
AFF4,CTDP1,0.6,0.0140071223295999
AFF4,DDX23,0.5588235294117647,0.0244365114245057
AFF4,EAF1,-0.5764705882352941,0.0194151403865315
AFF4,POLR2H,0.5147058823529412,0.0413458064422489
AFF4,TRAF2,0.5941176470588235,0.015232400876328
AFF4,XRCC6,0.6176470588235293,0.0107879846019488
AGBL5,DNAJA2,0.5955882352941178,0.0116467313805441
AGBL5,EFNB1,0.6544117647058824,0.0043679785404207
AGBL5,IL20RA,0.5588235294117647,0.0197085659158017
AGGF1,AKAP9,-0.6363636363636364,0.0352869812200622
AGGF1,DYNLL1,0.7727272727272727,0.0052994871786438
AGGF1,LMNB1,0.6454545454545455,0.0319627993280174
AGGF1,RAE1,0.690909090909091,0.018565033381595
AGGF1,SF3A2,0.8000000000000002,0.0031104283103858
AGGF1,SRC,0.8000000000000002,0.0031104283103858
AGGF1,XRCC3,0.8181818181818182,0.0020831448404786
AGGF1,YEATS4,0.6363636363636364,0.0352869812200622
AGO4,CLP1,0.6571428571428571,0.0106619677473298
AGO4,CUL7,-0.6835164835164835,0.0070367436398846
AGO4,KBTBD8,0.6131868131868132,0.0197063319260388
AGO4,POP1,0.5912087912087912,0.0259708136689625
AGO4,PTGES3,0.5560439560439561,0.0389436504186605
AGO4,SLC25A5,0.5824175824175825,0.0288546553576717
AGO4,TRIM21,0.7758241758241758,0.0011084786677787
AGO4,TSN,0.6175824175824175,0.0186046742807084
AGO4,TUT1,-0.6351648351648352,0.0146578813272891
AHCTF1,ACTC1,-0.4691729323308269,0.0368965591814291
AHCTF1,MOV10,0.4601503759398496,0.0412007178019544
AHCTF1,TUBG1,0.4451127819548871,0.0492252966921177
AHCYL2,ACTB,0.5549450549450549,0.0490044955983309
AHCYL2,ARRB2,0.6978021978021978,0.0080007174112265
AHCYL2,BTRC,-0.5549450549450549,0.0490044955983309
AHCYL2,DKK2,-0.6648351648351648,0.0131655758455502
AHCYL2,JOSD2,0.7857142857142857,0.0014541896038438
AHCYL2,MSL1,-0.5989010989010989,0.0305541141729378
AHCYL2,PLEKHJ1,0.7032967032967032,0.0073185698421043
AHCYL2,RAB35,0.7362637362637362,0.0041077093605746
AHCYL2,RHOF,0.7032967032967032,0.0073185698421043
AHCYL2,STYK1,-0.576923076923077,0.0389926234324482
AHCYL2,ZIC2,-0.5879120879120878,0.0345860583421078
AHNAK,ARL4C,0.4864957264957265,0.0117299223673383
AHNAK,BRD4,0.4577777777777777,0.0186935940719282
AHNAK,CCT5,0.5384615384615384,0.0045421954027157
AHNAK,CDK2,0.5398290598290598,0.0044212066989925
AHNAK,CDKN2A,0.5186324786324785,0.0066371706001019
AHNAK,CYLD,-0.4823931623931623,0.0125671759607004
AHNAK,DCUN1D5,0.4037606837606837,0.0408004517824067
AHNAK,EFTUD2,0.47008547008547,0.0153807956411068
AHNAK,EZH2,0.4263247863247862,0.0298723387954652
AHNAK,GORASP2,0.4844444444444444,0.0121425703542104
AHNAK,KIF14,0.4434188034188033,0.0232737144917661
AHNAK,MCM2,0.4905982905982905,0.0109394696532573
AHNAK,NUDT12,-0.530940170940171,0.0052589273031781
AHNAK,PCBP1,0.5576068376068375,0.0030803141139446
AHNAK,PYCR2,0.4215384615384615,0.0319672119072937
AHNAK,SETD1A,0.3996581196581196,0.0430906497831621
AHNAK,STIP1,0.6075213675213674,0.0009960592969404
AHNAK,TOP3B,0.5343589743589743,0.0049221189766768
AHNAK,TXNIP,-0.5398290598290598,0.0044212066989925
AHNAK2,ANXA2,0.4084615384615385,0.0426470824451319
AHNAK2,CSF3,0.453076923076923,0.0229385083505821
AHNAK2,ECT2,0.4146153846153846,0.0393274141904964
AHNAK2,GABARAPL1,-0.4323076923076923,0.0309104974059228
AHNAK2,GBF1,-0.4761538461538461,0.0161238743158069
AHNAK2,IFITM3,0.4538461538461538,0.02267885286387
AHNAK2,ISG15,0.4599999999999999,0.0206861929085863
AHNAK2,MKNK1,0.4946153846153846,0.0119546773914159
AHNAK2,NAA10,0.3992307692307692,0.0480365381599242
AHNAK2,NRSN1,-0.3984615384615384,0.0485086836389223
AHNAK2,RHOG,0.5069230769230769,0.0097049323513488
AHNAK2,S100A10,0.4092307692307692,0.0422204388543982
AHNAK2,SFN,0.42,0.0365936209075222
AK8,DNALI1,-0.6043956043956044,0.0286727056714069
AKAP11,CCDC96,-0.509090909090909,0.0184221113873837
AKAP11,DYRK1A,-0.4493506493506493,0.0409966735068864
AKAP11,HAX1,0.461038961038961,0.0354197866144352
AKAP11,KLHL28,-0.5272727272727272,0.0140405632520644
AKAP11,MLF1,-0.4532467532467532,0.0390667459494121
AKAP11,MYO6,-0.5805194805194805,0.0057949064246463
AKAP11,PPP1CB,-0.5415584415584416,0.0112257596019727
AKAP11,RABL2A,-0.4532467532467532,0.0390667459494121
AKAP11,SEC62,-0.4402597402597402,0.0457880777293721
AKAP11,TSPYL1,-0.5155844155844156,0.0167464412388662
AKAP11,YWHAE,-0.4584415584415585,0.0366045099324976
AKAP13,ANXA2,0.5974025974025974,0.0042408741172227
AKAP13,BAK1,0.5155844155844156,0.0167464412388662
AKAP13,CCNF,0.4701298701298702,0.031507962850302
AKAP13,EFTUD2,0.525974025974026,0.0143224644128726
AKAP13,GNAQ,-0.5506493506493506,0.0096873723758279
AKAP13,MAP1LC3A,-0.7558441558441559,7.403635379593009e-05
AKAP13,MKI67,0.4883116883116883,0.0247075249351871
AKAP13,NFKB1,0.5571428571428572,0.00869771966434
AKAP13,PRDX2,-0.4714285714285714,0.0309780752952947
AKAP13,PRKAR2B,-0.4675324675324674,0.0325891251017163
AKAP13,PRKD1,-0.461038961038961,0.0354197866144352
AKAP13,PRKD2,0.4454545454545455,0.0429999287426428
AKAP13,RNF123,-0.6441558441558441,0.0016241422989667
